Title;Year;Rated;Released;Runtime;Genre;Director;Writer;Actors;Plot;Language;Country;Poster;Internet Movie Database;Rotten Tomatoes;Metascore;imdbRating;imdbVotes;imdbID;Type;DVD;BoxOffice;Production;Website;Response;Win;Metacritic;Nomination;Oscar
Roommates;1995;PG;3.Mar.95;108 min;Comedy, Drama;Peter Yates;Max Apple, Stephen Metcalfe;Peter Falk, D.B. Sweeney, Julianne Moore;Michael Holeczak has a most unusual roommate, his grandfather, Rocky. Now Rocky's a bit strange but loves Michael and only has his best interest. Michael would live with Rocky after his parents died. Michael would grow up go to school, become a doctor, Rocky would live alone abut when Rocky's about to be thrown out and placed in a retirement home, he refuses. Michael then takes him in. They would stay together even when Michael got married and had a family. And Rocky would always be there for Michael and Michael for him.;English;United States, Japan;https://m.media-amazon.com/images/M/MV5BOGUyMmJjYzctNmYzYS00YmQ4LWEzYzEtNGIzNTdjOTg1MzA3XkEyXkFqcGdeQXVyNjMwMjk0MTQ@._V1_SX300.jpg;6.04.2010;0,29;N/A;64;1,835;tt0114296;movie;6.May.03;$12,096,881;N/A;N/A;DOÐRU;;;2;1
Two Bits;1995;PG-13;22 Nov 1995;85 min;Drama;James Foley;Joseph Stefano;Al Pacino, Mary Elizabeth Mastrantonio, Jerry Barone;It's a hot summer day in 1933 in South Philly, where 12-year old Gennaro lives with his widowed mom and his ailing grandpa, who sits outside holding tight to his last quarter, which he's promised to Gennaro and which Gennaro would like to have to buy a ticket to the plush new movie theater. But grandpa's not ready to pass on the quarter or pass on to his final reward: he has some unfinished business with a woman from his past, and he enlists Gennaro to act as his emissary.;English;United States;https://m.media-amazon.com/images/M/MV5BOGE1NmM0MjYtZmJjYS00ODI5LWI0MjgtOGM2MTY3ZmIyNDZkXkEyXkFqcGdeQXVyNjUwNzk3NDc@._V1_SX300.jpg;6.02.2010;0,4;N/A;62;3,398;tt0114753;movie;08 Oct 2002;$26,282;N/A;N/A;DOÐRU;;;2;
Bian Lian;1996;N/A;16 Aug 1996;91 min;Drama;Tian-Ming Wu;Wengui Chen, Minglun Wei;Li Chen, Zhaoji Jia, Zhigang Zhang;"Wang Bianlian is an aging street performer known as the King of Mask for his mastery of Sichuan Change Art in a true story. His wife left him with and infant son over 30 years ago. The son died from illness at age 10. This left Wang a melancholy loner aching for a male descendent to learn his rare and dying art. A famous master performer of the Sichuan Opera offers to bring him into his act, thus giving Wang fame and possible fortune, but Wang opts for staying the simple street performer. Then, one night after a performance he is sold a young boy by a slave trader posing as the boy's parent. ""Grandpa"" finds new joy in life as he plans to teach ""Doggie"" (an affectionate term often used for young children in China) his art. All is well until Doggie is found out to really be a girl.";Mandarin;China, Hong Kong;https://m.media-amazon.com/images/M/MV5BNDI3ZWM5OTctYzllMy00OTZmLWI1OWUtOTVlZGZlNjk2NjZjXkEyXkFqcGdeQXVyNjc3MjQzNTI@._V1_SX300.jpg;7.07.2010;0,89;N/A;77;3,266;tt0115669;movie;03 Apr 2017;$1,113,103;N/A;N/A;DOÐRU;21;;5;
Eskiya;1996;Not Rated;29 Nov 1996;128 min;Crime, Drama, Thriller;Yavuz Turgul;Yavuz Turgul;Sener Sen, Ugur Yücel, Sermin Hürmeriç;The epic adventures of the legendary Baran the Bandit following his release from prison. After serving 35 years, it is no surprise that the world has changed dramatically. Still, Baran can't help but be shocked to discover that his home village is now underwater thanks to the construction of a new dam. He then heads for Istanbul to get revenge upon his former best friend, the man who snitched on him and stole his lover Keje. Along the way, Baran teams up with Cumali, a tough young punk who finds the thief's old-fashioned ways rather quaint. When Cumali gets into deep trouble with a crime boss, Baran adds another vengeful task to his roster.;Turkish;Turkey, France, Bulgaria;https://m.media-amazon.com/images/M/MV5BOGQ4ZjFmYjktOGNkNS00OWYyLWIyZjgtMGJjM2U1ZTA0ZTlhXkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_SX300.jpg;8.02.2010;;N/A;82;68,126;tt0116231;movie;N/A;N/A;N/A;N/A;DOÐRU;6;;;
Gabbeh;1996;Not Rated;25 Jun 1997;75 min;Drama, Mystery, Romance;Mohsen Makhmalbaf;Mohsen Makhmalbaf;Shaghayeh Djodat, Hossein Moharami, Rogheih Moharami;An elderly couple go about their routine of cleaning their gabbeh (a intricately-designed rug), while bickering gently with each other. Magically, a young woman appears, helping the two clean the rug. This young woman belongs to the clan whose history is depicted in the design of the gabbeh, and the rug recounts the story of the courtship of the young woman by a stranger from the clan.;Persian;Iran, France;https://m.media-amazon.com/images/M/MV5BZTBiZDA0ZmUtYjQ0My00ODk5LWFkMTItNzdhNjE3NTU3NzUyXkEyXkFqcGdeQXVyNjkxOTM4ODY@._V1_SX300.jpg;6.09.2010;0,9;N/A;69;3,232;tt0116384;movie;06 Dec 2018;$532,629;N/A;N/A;DOÐRU;5;;5;
Kolya;1996;PG-13;24 Jan 1997;105 min;Comedy, Drama, Music;Jan Sverák;Pavel Taussig, Zdenek Sverák;Zdenek Sverák, Andrey Khalimon, Libuse Safránková;"Franta Louka is a concert cellist in Soviet-occupied Czechoslovakia, a confirmed bachelor and a lady's man. Having lost his place in the state orchestra, he must make ends meet by playing at funerals and painting tombstones. But he has run up a large debt, and when his friend, the grave-digger Mr. Broz, suggests a scheme for making a lot of money by marrying a Russian woman so that she can get her Czech papers, he reluctantly agrees. She takes advantage of the situation to emigrate to West Germany, to her lover; and leaves her five-year-old son with his grandmother; when the grandmother dies, Kolya must come and live with his stepfather - Louka.";Czech, Russian, Slovak;Czech Republic, United Kingdom, France;https://m.media-amazon.com/images/M/MV5BYWU4ZTVkZjgtYTlkNi00YTY2LWExOWUtZDI5MDFhNjc3NDE1XkEyXkFqcGdeQXVyMjIxMzMyMQ@@._V1_SX300.jpg;7.08.2010;0,96;N/A;78;15,189;tt0116790;movie;02 Jul 2002;$5,770,254;N/A;N/A;DOÐRU;21;;14;1
Marvin's Room;1996;PG-13;28 Feb 1997;98 min;Drama;Jerry Zaks;Scott McPherson;Meryl Streep, Leonardo DiCaprio, Diane Keaton;Years ago, the fiercely independent Lee took off for Ohio, while her older sister Bessie stayed home to look after their bedridden father, Marvin. Lee has troubles of her own, including her mischievous son Hank, who has a knack for burning down the neighborhood when she's not looking. Seventeen years since her last visit, and after an unexpected call from Bessie, Lee's packs up Hank and his younger brother Charlie for the trip home.;English;United States;https://m.media-amazon.com/images/M/MV5BOTk0ZDk3YWItZDZlOC00Y2FiLTgxNzYtODZmYzdkYWVmNmRiXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg;6.07.2010;0,84;68;67;27,338;tt0116999;movie;3.May.11;$12,803,305;N/A;N/A;DOÐRU;4;68/100;13;1
Apt Pupil;1998;R;23 Oct 1998;111 min;Crime, Drama, Thriller;Bryan Singer;Stephen King, Brandon Boyce;Ian McKellen, Brad Renfro, Joshua Jackson;Neighborhood boy Todd Bowden (Brad Renfro) discovers that an old man living on his block named Arthur Denker (Sir Ian Mackellan) is a Nazi war criminal. Bowden confronts Denker and offers him a deal: Bowden will not go to the authorities if Denker tells him stories of the concentration camps in World War II. Denker agrees and Bowden starts visiting him regularly. The more stories Bowden hears, the more it affects his personality.;English, German;United States, France, Canada;https://m.media-amazon.com/images/M/MV5BNzBhYzQxZDQtMDI2Yi00OGVlLTk2MzMtYTY5YzFmZDFhODFhXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg;6.07.2010;0,53;51;67;37,719;tt0118636;movie;13 Apr 1999;$8,863,193;N/A;N/A;DOÐRU;6;51/100;10;
Meet Joe Black;1998;PG-13;13 Nov 1998;178 min;Drama, Fantasy, Romance;Martin Brest;Ron Osborn, Jeff Reno, Kevin Wade;Brad Pitt, Anthony Hopkins, Claire Forlani;William Parrish (Sir Anthony Hopkins), media tycoon, loving father, and still a human being, is about to celebrate his 65th birthday. One morning, he is contacted by the inevitable, by hallucination, as he thinks. Later, Death enters his home and his life, personified in a man's body: Joe Black (Brad Pitt) has arrived. His intention was to take William with him, but accidentally, Joe's former host and William's beautiful daughter Susan (Claire Forlani) have already met. Joe begins to develop certain interest in life on Earth, as well as in Susan, who has no clue with whom she's flirting.;English, Dutch;United States;https://m.media-amazon.com/images/M/MV5BNTc0MzRmMTgtMTk4OS00MzdkLWJjNWMtZWJmZjlkYTI0YWRiL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg;7.02.2010;0,45;43;72;228,379;tt0119643;movie;05 Oct 2004;$44,619,100;N/A;N/A;DOÐRU;3;43/100;6;
Mat i syn;1997;N/A;06 Feb 1998;73 min;Drama;Aleksandr Sokurov;Yuriy Arabov;Aleksei Ananishnov, Gudrun Geyer;A slow and poignant story of love and patience told via a dying mother nursed by her devoted son. The simple narrative is a thread woven among the deeply spiritual images of the countryside and cottage.;Russian;Russia, Germany;https://m.media-amazon.com/images/M/MV5BMTQwNTk4Nzk1MV5BMl5BanBnXkFtZTcwOTc0MDAyMQ@@._V1_SX300.jpg;7.04.2010;0,85;N/A;74;3,88;tt0119711;movie;11 Jun 2007;N/A;N/A;N/A;DOÐRU;4;;5;
The Winter Guest;1997;R;24 Dec 1997;108 min;Drama;Alan Rickman;Sharman Macdonald, Alan Rickman;Phyllida Law, Emma Thompson, Sheila Reid;This movie centers on four pairs - Frances (Dame Emma Thompson) is a recent widow who wants to get away from Scotland to Australia with her teenage son Alex (Gary Hollywood) to escape her memories, arrival of her old mother Elspeth (Phyllida Law) makes her reconsider her decision. Alex approaches his first sexual experience with neighbour girl Nita (Arlene Cockburn). Chloe (Sandra Voe) and Lily (Sheila Reid) are two old women who like to attend strangers' funerals and Tom (Sean Biggerstaff) with Sam (Douglas Murphy) are two schoolboys who skip school to play on the beach and talk.;English;United Kingdom, United States;https://m.media-amazon.com/images/M/MV5BMWY0MWZmYWQtNWRiMy00ODBlLTk1NWEtNmRjZTNiMDgyNmI3XkEyXkFqcGdeQXVyNzQ5MzY0NjM@._V1_SX300.jpg;7.0/10;0,65;N/A;70;3,421;tt0120521;movie;30 Aug 2005;$870,290;N/A;N/A;DOÐRU;5;;9;
Instinct;1999;R;04 Jun 1999;126 min;Drama, Thriller;Jon Turteltaub;Gerald Di Pego, Daniel Quinn;Anthony Hopkins, Cuba Gooding Jr., Donald Sutherland;Nearly two years after having gone amiss in Africa, renowned anthropologist Dr. Ethan Powell (Sir Anthony Hopkins) is caught committing a crime and subsequently imprisoned in a Florida mental institution, where aspiring psychiatrist Dr. Theo Caulder (Cuba Gooding, Jr.) takes over his important case. Dr. Powell, who has been with a group of gorillas during all that time, is not talking at all, and seems to be living in a dreamworld. Very slowly, Dr. Caulder manages to reach Ethan and starts finding out why he killed two of the poachers. Yet, Theo's case is not just about why the murders have happened, but also about how Dr. Powell became the being he is in the first place. With Ethan's silence broken, Theo is introduced into a world beyond common human comprehension: The true nature of being. He learns that mankind's control of everything is a mere illusion and that the true values of existence can't be found so easily. Ethan changes Theo's view of things forever.;English;United States;https://m.media-amazon.com/images/M/MV5BYzNlYjcyM2QtNzY2OS00NDQ5LWI3ZDEtMWEyZjIwOWU3NDJkXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg;6.06.2010;0,27;43;66;32,733;tt0128278;movie;6.May.03;$34,105,207;N/A;N/A;DOÐRU;1;43/100;2;
El coronel no tiene quien le escriba;1999;Not Rated;02 Jun 1999;122 min;Drama;Arturo Ripstein;Paz Alicia Garciadiego, Gabriel García Márquez;Fernando Luján, Marisa Paredes, Salma Hayek;Every Friday, the Colonel puts on his only suit and goes to the dock to await a letter announcing the arrival of his pension. But the townsfolk all know that this pension will never come. His wife also knows it, and even he knows it. But he is still waiting, living with the pain of the death of his son.;Spanish;Mexico, France, Spain;https://m.media-amazon.com/images/M/MV5BMTQxNjc2Njk1NV5BMl5BanBnXkFtZTcwOTY2MTU1MQ@@._V1_SX300.jpg;6.07.2010;;N/A;67;1,131;tt0132905;movie;19 Dec 2014;N/A;N/A;N/A;DOÐRU;1;;3;
Festen;1998;R;19 Jun 1998;105 min;Drama;Thomas Vinterberg;Thomas Vinterberg, Mogens Rukov;Ulrich Thomsen, Henning Moritzen, Thomas Bo Larsen;The Father turns 60. His family, which is a big one of the kind, gathers to celebrate him on a castle. Everybody likes and respects the father deeply...or do they? The youngest son is trying to live up to the father's expectations. He is running a grill-bar in a dirty part of Copenhagen. The oldest son runs a restaurant in France, while the sister is a anthropologist. The older sister has recently committed suicide and the father asks the oldest son to say a few words about her, because he is afraid he will break into tears if he does it himself. The oldest son agrees without argument. Actually he has already written two speeches. A yellow and a green one. By the table, he asks the father to pick a speech. The father chooses green. The oldest son announces that this is the Speech of Truth. Everybody laughs, except for the father who gets a nervous look on his face. For he knows that the oldest son is about to reveal the secret of why the oldest sister killed herself.;Danish, German, English;Denmark, Sweden;https://m.media-amazon.com/images/M/MV5BYTg3Yjc4N2QtZDdlNC00NmU2LWFiYjktYjI3NTMwMjk4M2FmXkEyXkFqcGdeQXVyMjgyNjk3MzE@._V1_SX300.jpg;8.01.2010;0,91;82;81;83,792;tt0154420;movie;27 Jul 2004;$1,656,223;N/A;N/A;DOÐRU;28;82/100;23;
Mia aioniotita kai mia mera;1998;Unrated;28.May.99;137 min;Drama;Theodoros Angelopoulos;Theodoros Angelopoulos, Tonino Guerra, Petros Markaris;Bruno Ganz, Isabelle Renauld, Fabrizio Bentivoglio;Alexander, an old writer, is ill and prepared to die. He says his goodbyes and recalls his life with his wife long ago. While driving his car he saves a street kid, an illegal immigrant from Albania, from being arrested. Later in the day, by chance, he sees the same boy being abducted, and follows in his car. Although he is preoccupied with his own regrets, he puts death on hold to find a way to help the boy.;Greek, English, Italian;France, Italy, Greece, Germany;https://m.media-amazon.com/images/M/MV5BZjUyZjRlMTMtYTA1MS00ZjQwLThlMzgtNzlmZmU4Mjc3YTE1XkEyXkFqcGdeQXVyNjMwMjk0MTQ@._V1_SX300.jpg;7.09.2010;0,95;80;79;11,83;tt0156794;movie;N/A;$107,178;N/A;N/A;DOÐRU;9;80/100;4;
Sochinenie ko Dnyu Pobedy;1998;N/A;23 Apr 1998;107 min;Action, Crime, Drama;Sergey Ursulyak;Gennadiy Ostrovskiy, Aleksey Zernov;Oleg Efremov, Vyacheslav Tikhonov, Mikhail Ulyanov;On the eve of Victory Day, three elderly friends, veterans from the front lines in the Great Patriotic War, meet in Moscow. They soon involve themselves in an operation involving the Russian mafia and FSB.;Russian;Russia;https://m.media-amazon.com/images/M/MV5BZmIwNmQyZTAtYmQxYy00ZGZmLTg1MjktODI5MzVmNzM0ZjAzXkEyXkFqcGdeQXVyMjM1MDEyNjU@._V1_SX300.jpg;6.06.2010;;N/A;66;105;tt0165946;movie;N/A;N/A;N/A;N/A;DOÐRU;;;4;
The Straight Story;1999;G;03 Nov 1999;112 min;Biography, Drama;David Lynch;John Roach, Mary Sweeney;Richard Farnsworth, Sissy Spacek, Jane Galloway Heitz;Seventy-three year old Alvin Straight is a simple living and stubborn man who lives on his social security. He needs to do things on his own terms. He is in failing health. Both his hips are shot, which requires him to use two canes to walk. He is diabetic. He has emphysema from years of smoking. And he has poor eyesight. Beyond the obvious maladies, he doesn't tell his mentally disabled daughter Rose, who lives with him, of many of these issues. He learns that his brother Lyle Straight, from who he has been estranged for ten years, has just suffered a heart attack. Because of both his and Lyle's mortality, Alvin wants to make peace with his brother before it's too late, which means traveling from his home in the rural town of Laurens, Iowa to Lyle's home in rural Mount Zion, Wisconsin. As with other issues in his life, he needs to make the trip on his own terms, which means on his own. As he doesn't possess a driver's license and since his eyesight is bad, he decides to make the trip driving his aged riding lawn mover towing a trailer which will carry his gear and double as his sleeping quarters. After one mis-start, he is on his way. On that trip, he affects and is affected by those he encounters. But he just hopes that he can finish the trip the way he started it, and before either he, Lyle or the lawn mower give out for good.;English;France, United Kingdom, United States;https://m.media-amazon.com/images/M/MV5BNmE1MDk4OWEtYjk1NS00MWU2LTk5ZWItYjZhYmRkODRjMDc0XkEyXkFqcGdeQXVyNjE5MjUyOTM@._V1_SX300.jpg;8.0/10;0,95;86;80;87,505;tt0166896;movie;07 Nov 2000;$6,203,044;N/A;N/A;DOÐRU;18;86/100;40;1
